,predict_adr
398,79.38735
399,110.41727
400,80.4091
401,80.4091
402,79.38735
403,77.22086
404,79.38735
405,187.29991
406,94.48402
407,79.38735
408,106.9236
409,80.4091
410,123.23732
411,80.4091
412,80.4091
413,80.4091
414,80.4091
415,49.61857
416,80.4091
417,113.801506
418,80.4091
419,62.884235
420,79.38735
421,79.38735
422,87.368416
423,79.38735
424,79.38735
425,79.38735
426,86.799805
427,87.368416
428,79.38735
429,80.4091
430,76.20794
431,77.09062
432,79.38735
433,90.14975
434,103.1028
435,90.14975
436,94.48402
437,76.32676
438,90.14975
439,90.14975
440,100.38172
441,99.65753
442,90.14975
443,90.14975
444,110.04966
445,90.14975
446,90.14975
447,94.48402
448,90.14975
449,90.14975
450,88.51522
451,90.14975
452,90.14975
453,79.7815
454,90.14975
455,90.14975
456,81.035385
457,88.51522
458,90.14975
459,194.25502
460,90.158646
461,105.635574
462,123.75877
463,102.85064
464,94.94226
465,78.51832
466,75.173256
467,102.0747
468,109.43216
469,89.190155
470,99.031235
471,86.577736
472,81.63097
473,98.65945
474,152.1513
475,111.7614
476,92.30815
477,2.6031027
478,99.08416
479,23.755966
480,95.13143
481,114.980125
482,126.995895
483,109.51363
484,106.190315
485,29.573652
486,-3.647778
487,104.44924
488,170.71057
489,112.21729
490,89.97902
491,90.639336
492,89.97902
493,89.97902
494,89.97902
495,98.8323
496,72.08767
497,89.97902
498,89.97902
499,89.97902
500,32.651222
501,89.97902
502,139.1644
503,89.97902
504,89.97902
505,89.97902
506,89.97902
507,89.97902
508,89.97902
509,89.97902
510,89.97902
511,31.87796
512,89.97902
513,89.97902
514,89.97902
515,89.97902
516,128.12015
517,190.0505
518,124.34662
519,37.600876
520,56.443333
521,61.908867
522,67.40457
523,51.816696
524,50.420696
525,111.93048
526,69.298355
527,169.76831
528,163.63644
529,38.7858
530,120.70589
531,135.77615
532,87.13625
533,125.21024
534,65.639275
535,69.30754
536,100.77003
537,101.251076
538,157.10951
539,183.73619
540,74.249596
541,89.97902
542,89.97902
543,97.36069
544,83.79091
545,64.37657
546,65.02148
547,12.10294
548,161.11253
549,28.438824
550,67.72831
551,55.797253
552,52.134705
553,116.55225
554,89.97902
555,110.20705
556,11.64134
557,105.86521
558,37.54712
559,52.164116
560,124.7934
561,73.999855
562,20.585186
563,52.134705
564,-9.099528
565,72.08767
566,72.08767
567,72.08767
568,128.42058
569,72.08767
570,72.08767
571,20.585186
572,72.08767
573,72.08767
574,72.08767
575,89.97902
576,30.586752
577,82.615036
578,65.02148
579,89.97902
580,89.97902
581,89.97902
582,72.08767
583,89.97902
584,98.57875
585,61.44435
586,61.44435
587,86.53299
588,65.215195
589,61.17841
590,61.17841
591,98.50713
592,61.17841
593,1.0792345
594,93.70254
595,61.17841
596,61.17841
597,61.17841
598,61.17841
599,88.74983
600,61.17841
601,61.17841
602,61.17841
603,61.44435
604,36.86534
605,61.44435
606,99.14376
607,112.850815
608,139.53261
609,107.969604
610,65.215195
611,1.0792345
612,0.8570612
613,65.215195
614,61.44435
615,113.77244
616,61.44435
617,65.215195
618,65.215195
619,61.44435
620,62.50188
621,65.215195
622,65.215195
623,65.215195
624,77.932144
625,61.44435
626,76.07421
627,89.31719
628,61.17841
629,90.690704
630,90.690704
631,90.690704
632,104.228676
633,90.690704
634,144.8445
635,86.984276
636,104.075836
637,4.7450075
638,43.29041
639,32.380585
640,107.566216
641,61.10298
642,18.184261
643,18.706781
644,41.185333
645,57.756397
646,55.99829
647,18.184261
648,21.148518
649,76.000656
650,116.31996
651,54.344536
652,81.238464
653,35.43488
654,153.68715
655,66.167336
656,90.690704
657,90.690704
658,61.17841
659,61.17841
660,61.17841
661,61.17841
662,61.17841
663,61.17841
664,61.17841
665,61.17841
666,61.17841
667,61.17841
668,61.17841
669,61.17841
670,61.17841
671,61.17841
672,61.17841
673,90.690704
674,90.690704
675,103.35412
676,144.593
677,78.2117
678,90.690704
679,88.581566
680,153.68715
681,95.67487
682,90.690704
683,90.690704
684,35.456272
685,136.18462
686,35.132374
687,52.686188
688,16.289057
689,76.07421
690,66.35494
691,52.686188
692,112.26144
693,116.41051
694,110.41497
695,54.875813
696,116.41051
697,52.686188
698,16.289057
699,41.502254
700,52.686188
701,16.289057
702,35.824554
703,94.8798
704,53.327522
705,52.686188
706,52.686188
707,16.289057
708,52.686188
709,52.686188
710,52.686188
711,104.5758
712,30.824173
713,76.37259
714,54.875813
715,26.362265
716,39.196293
717,77.70845
718,36.795788
719,58.653126
720,110.960014
721,26.362265
722,135.68008
723,56.959965
724,16.289057
725,52.686188
726,73.325226
727,28.09699
728,61.65454
729,13.489202
730,92.5636
731,64.1479
732,1.4436135
733,15.036013
734,1.0906918
735,12.89255
736,14.902399
737,1.0906918
738,1.4436135
739,14.902399
740,15.036013
741,61.8839
742,13.489202
743,1.0906918
744,56.052177
745,20.05538
746,1.4436135
747,56.052177
748,15.036013
749,22.954355
750,15.036013
751,13.489202
752,18.08473
753,6.6714916
754,36.795788
755,100.94388
756,62.12814
757,19.92177
758,14.902399
759,35.54345
760,36.56922
761,13.489202
762,1.4436135
763,63.00933
764,7.024411
765,1.4436135
766,13.489202
767,18.08473
768,14.781907
769,1.0906918
770,7.024411
771,1.4436135
772,13.489202
773,34.56761
774,52.686188
775,52.686188
776,52.686188
777,21.929832
778,114.445335
779,115.95467
780,114.35168
781,222.49585
782,115.95467
783,114.35168
784,29.863821
785,67.06663
786,57.769775
787,127.6236
788,37.616356
789,93.98486
790,97.916885
791,106.19225
792,88.42406
793,-8.812532
794,114.938736
795,102.55958
796,118.53794
797,98.46518
798,132.20175
799,87.39879
800,131.87941
801,117.85852
802,122.19933
803,195.08064
804,67.308556
805,98.09703
806,114.445335
807,113.637314
808,14.902399
809,52.686188
810,66.3903
811,105.76555
812,16.289057
813,50.40025
814,36.795788
815,79.26279
816,109.361115
817,-5.6571245
818,74.196815
819,52.686188
820,104.16312
821,52.686188
822,-5.6571245
823,29.410978
824,106.89989
825,111.30272
826,111.30272
827,112.998955
828,40.621704
829,112.998955
830,95.82455
831,29.410978
832,35.079754
833,30.824173
834,86.984276
835,92.37691
836,93.36043
837,93.36043
838,93.36043
839,78.49341
840,93.36043
841,93.36043
842,78.49341
843,78.49341
844,108.25467
845,24.620989
846,93.36043
847,87.28334
848,78.49341
849,61.638863
850,29.381992
851,28.369598
852,87.53262
853,163.49008
854,117.330696
855,27.065115
856,27.065115
857,93.36043
858,90.30383
859,174.34479
860,154.44
861,147.92262
862,78.27879
863,103.35412
864,78.27879
865,78.49341
866,78.49341
867,22.318336
868,44.513817
869,111.5056
870,80.74646
871,65.42669
872,161.36656
873,37.364132
874,88.842476
875,88.307526
876,69.62683
877,99.65753
878,75.14323
879,116.178314
880,108.69646
881,94.87844
882,37.712646
883,113.99033
884,141.11273
885,128.55641
886,128.84325
887,94.87844
888,78.45889
889,115.98496
890,68.75827
891,94.01024
892,66.67283
893,66.67283
894,117.56272
895,106.30793
896,75.14323
897,124.667885
898,109.1288
899,81.74334
900,66.89324
901,113.0509
902,106.686714
903,163.63644
904,124.082115
905,94.06948
906,64.28354
907,188.66138
908,54.461426
909,54.945885
910,42.93444
911,68.86247
912,61.219475
913,87.53262
914,41.83431
915,41.83431
916,51.42662
917,122.34883
918,32.394463
919,32.394463
920,61.217037
921,36.746574
922,77.07494
923,113.73097
924,75.14323
925,75.14323
926,50.98835
927,50.456783
928,84.67591
929,64.67865
930,106.84718
931,152.20805
932,91.756546
933,124.667885
934,94.87844
935,73.83818
936,94.87844
937,106.84718
938,62.895554
939,221.25595
940,109.08293
941,93.36043
942,145.71935
943,131.87941
944,28.1301
945,78.49341
946,78.49341
947,93.36043
948,71.58038
949,81.23848
950,93.36043
951,28.1301
952,96.59465
953,93.36043
954,93.36043
955,28.1301
956,78.49341
957,28.1301
958,75.326225
959,93.36043
960,28.1301
961,93.36043
962,78.49341
963,93.36043
964,78.27879
965,78.27879
966,133.97647
967,93.36043
968,93.36043
969,113.73195
970,78.49341
971,78.49341
972,78.27879
973,78.27879
974,106.65791
975,72.915215
976,71.49955
977,44.607513
978,108.25467
979,78.49341
980,93.36043
981,93.36043
982,78.27879
983,28.1301
984,123.59506
985,78.27879
986,78.27879
987,79.38812
988,78.49341
989,78.49341
990,78.49341
991,78.49341
992,93.796715
993,117.3157
994,79.045746
995,68.75827
996,68.75827
997,68.75827
998,68.75827
999,130.1902
1000,103.17072
1001,84.04731
1002,78.68373
1003,93.36043
1004,93.36043
1005,28.91979
1006,25.645037
1007,78.27879
1008,78.27879
1009,78.27879
1010,78.27879
1011,106.65791
1012,93.36043
1013,78.49341
1014,42.22222
1015,78.49341
1016,78.49341
1017,78.49341
1018,78.49341
1019,78.49341
1020,78.49341
1021,93.36043
1022,93.36043
1023,93.36043
1024,78.49341
1025,93.36043
1026,144.11415
1027,93.36043
1028,93.36043
1029,78.49341
1030,78.27879
1031,78.27879
1032,78.27879
1033,78.49341
1034,78.49341
1035,78.49341
1036,78.49341
1037,93.36043
1038,93.36043
1039,107.6323
1040,106.65791
1041,93.36043
1042,78.27879
1043,78.27879
1044,116.09928
1045,78.49341
1046,66.6074
1047,78.27879
1048,84.04731
1049,78.49341
1050,78.49341
1051,120.985725
1052,55.905895
1053,133.97647
1054,100.950005
1055,93.36043
1056,94.122154
1057,93.36043
1058,94.122154
1059,78.49341
1060,93.36043
1061,84.33709
1062,87.61346
1063,84.04731
1064,84.04731
1065,166.07358
1066,169.74652
1067,108.81408
1068,109.35463
1069,169.74652
1070,102.76838
1071,119.78061
1072,117.740486
1073,92.16131
1074,94.10142
1075,85.33904
1076,72.29561
1077,143.29362
1078,74.912834
1079,73.46294
1080,103.82699
1081,97.907455
1082,70.23071
1083,86.45372
1084,70.01827
1085,154.37933
1086,75.60938
1087,109.98598
1088,109.7839
1089,123.86224
1090,109.34452
1091,100.25277
1092,78.7894
1093,85.80868
1094,76.94915
1095,99.688194
1096,100.25277
1097,106.54011
1098,104.59072
1099,73.18543
1100,82.34652
1101,106.487656
1102,136.8853
1103,91.889015
1104,126.69993
1105,85.35315
1106,93.801865
1107,183.95407
1108,76.16089
1109,82.34652
1110,93.307365
1111,175.03984
1112,136.77765
1113,106.03037
1114,137.64787
1115,102.55114
1116,102.76838
1117,183.95407
1118,128.59314
1119,183.95407
1120,183.95407
1121,92.43123
1122,150.44954
1123,78.950035
1124,108.30924
1125,73.18543
1126,114.50429
1127,80.04526
1128,100.803696
1129,89.61849
1130,85.66201
1131,97.51034
1132,86.602776
1133,142.92366
1134,124.70641
1135,97.03312
1136,124.51231
1137,135.5986
1138,109.35719
1139,130.58002
1140,265.01566
1141,117.24283
1142,72.124954
1143,79.19969
1144,172.25851
1145,92.43123
1146,138.68527
1147,76.54992
1148,106.54011
1149,82.56217
1150,103.82699
1151,48.504566
1152,122.61841
1153,80.69556
1154,82.09558
1155,68.30582
1156,70.33067
1157,66.3295
1158,97.05934
1159,79.11685
1160,90.151886
1161,94.123886
1162,17.740833
1163,71.126465
1164,74.44031
1165,75.01612
1166,82.18296
1167,78.898254
1168,58.251114
1169,151.73318
1170,8.924324
1171,101.968506
1172,122.61841
1173,115.04393
1174,64.18291
1175,142.26695
1176,97.70961
1177,67.11895
1178,84.559586
1179,85.67819
1180,42.12085
1181,115.44744
1182,77.075966
1183,84.276924
1184,70.558464
1185,103.937325
1186,77.075966
1187,77.075966
1188,62.977974
1189,121.19965
1190,209.23865
1191,77.078255
1192,122.61841
1193,32.507492
1194,121.08193
1195,81.50772
1196,176.67406
1197,113.672775
1198,123.22091
1199,82.17245
1200,133.93459
1201,112.61
1202,125.94324
1203,48.929455
1204,112.61
1205,125.94324
1206,112.61
1207,100.53825
1208,33.98482
1209,102.03956
1210,10.967541
1211,88.84529
1212,86.66231
1213,82.17245
1214,117.62921
1215,88.500984
1216,82.17245
1217,47.12512
1218,32.507492
1219,139.09138
1220,86.52871
1221,82.17245
1222,97.707085
1223,82.17245
1224,86.36417
1225,125.033676
1226,10.967541
1227,86.52871
1228,82.17245
1229,159.55795
1230,13.335104
1231,81.2114
1232,115.382675
1233,92.2394
1234,92.88965
1235,74.415955
1236,37.347748
1237,77.95344
1238,68.55957
1239,67.75164
1240,23.056946
1241,101.54455
1242,93.31007
1243,94.56947
1244,147.5008
1245,145.59325
1246,85.77596
1247,80.83738
1248,101.54455
1249,115.52865
1250,118.24276
1251,128.08403
1252,99.12665
1253,13.335104
1254,123.22091
1255,133.93459
1256,123.655785
1257,79.235344
1258,88.3012
1259,88.3012
1260,88.3012
1261,145.69753
1262,140.85794
1263,148.70183
1264,102.10999
1265,85.931206
1266,173.27504
1267,85.931206
1268,116.56721
1269,108.561714
1270,5.016184
1271,32.507492
1272,96.92752
1273,88.84529
1274,80.509575
1275,111.44595
1276,82.17245
1277,42.39596
1278,64.67367
1279,1.8470533
1280,74.26159
1281,82.17245
1282,82.17245
1283,76.95236
1284,124.902855
1285,91.97469
1286,71.40231
1287,121.227905
1288,94.682846
1289,134.35068
1290,58.62987
1291,82.17245
1292,84.42399
1293,91.826126
1294,103.58662
1295,109.10961
1296,76.33547
1297,5.3090296
1298,113.06622
1299,157.5615
1300,125.87519
1301,65.04562
1302,81.07293
1303,121.79993
1304,150.6244
1305,78.87178
1306,150.49136
1307,82.17245
1308,71.252014
1309,59.547607
1310,64.626114
1311,112.29083
1312,91.40837
1313,112.29083
1314,121.79993
1315,94.682846
1316,114.82521
1317,130.74786
1318,131.78719
1319,86.67393
1320,32.507492
1321,32.507492
1322,32.507492
1323,36.053333
1324,12.444857
1325,48.27321
1326,80.98733
1327,48.27321
1328,114.82521
1329,124.087
1330,33.98482
1331,10.967541
1332,114.82521
1333,93.30311
1334,146.62762
1335,141.59047
1336,128.43446
1337,79.30956
1338,122.2498
1339,79.083145
1340,66.786446
1341,66.38201
1342,125.43624
1343,-1.9327987
1344,152.72739
1345,74.41485
1346,113.13489
1347,54.97285
1348,33.823296
1349,66.542336
1350,119.24351
1351,48.929455
1352,170.24501
1353,67.68285
1354,78.07063
1355,17.40468
1356,107.49364
1357,107.52113
1358,39.264717
1359,28.434923
1360,-4.6320777
1361,-4.6320777
1362,32.507492
1363,42.340343
1364,136.46703
1365,32.507492
1366,32.507492
1367,-4.6320777
1368,32.507492
1369,32.507492
1370,32.507492
1371,108.166855
1372,47.816948
1373,118.117424
1374,120.60073
1375,78.84657
1376,-4.6320777
1377,109.62336
1378,109.62336
1379,99.48216
1380,32.507492
1381,102.12451
1382,84.59955
1383,111.79331
1384,44.01746
1385,92.79993
1386,125.56946
1387,-4.6320777
1388,17.40468
1389,116.92255
1390,146.23167
1391,102.605545
1392,106.57017
1393,41.049557
1394,41.049557
1395,59.1549
1396,59.1549
1397,41.049557
1398,65.48962
1399,41.049557
1400,41.049557
1401,93.88846
1402,135.66505
1403,41.049557
1404,131.88176
1405,140.71198
1406,90.4409
1407,41.049557
1408,179.95073
1409,77.85743
1410,25.419176
1411,99.6074
1412,120.358
1413,52.13862
1414,59.1549
1415,41.049557
1416,97.92182
1417,41.049557
1418,59.1549
1419,41.049557
1420,41.049557
1421,117.729385
1422,117.60093
1423,55.19896
1424,111.549
1425,24.811905
1426,108.561714
1427,81.4061
1428,120.62873
1429,44.860172
1430,86.677536
1431,114.1491
1432,61.041798
1433,82.311455
1434,106.83968
1435,86.78787
1436,86.78787
1437,219.93767
1438,41.049557
1439,41.049557
1440,41.049557
1441,59.1549
1442,59.1549
1443,59.1549
1444,34.032562
1445,41.049557
1446,41.049557
1447,41.049557
1448,50.825836
1449,59.1549
1450,71.93142
1451,124.76316
1452,60.316456
1453,106.78093
1454,120.76548
1455,127.1403
1456,74.25418
1457,105.305244
1458,200.62335
1459,103.231255
1460,73.09079
1461,27.217209
1462,73.104256
1463,73.104256
1464,73.104256
1465,108.087395
1466,122.10452
1467,105.305244
1468,123.25434
1469,215.1353
1470,126.42978
1471,107.867485
1472,91.79791
1473,120.358
1474,73.104256
1475,86.70208
1476,113.801506
1477,96.443756
1478,159.57835
1479,159.57835
1480,123.86375
1481,86.134735
1482,86.134735
1483,79.13571
1484,87.62938
1485,131.01845
1486,100.215744
1487,149.70044
1488,117.92182
1489,113.19584
1490,105.305244
1491,146.90735
1492,136.27367
1493,98.86232
1494,100.46725
1495,97.92182
1496,109.14922
1497,137.73143
1498,122.30999
1499,162.33322
1500,118.2441
1501,150.9476
1502,179.84108
1503,95.20141
1504,115.49271
1505,150.80237
1506,52.54278
1507,73.87078
1508,97.92182
1509,32.44101
1510,93.73653
1511,95.20141
1512,104.89919
1513,110.12127
1514,112.10714
1515,54.663155
1516,126.15229
1517,73.104256
1518,73.104256
1519,32.120064
1520,95.55311
1521,90.996925
1522,117.520294
1523,73.104256
1524,109.14922
1525,73.104256
1526,99.04175
1527,74.68139
1528,121.26441
1529,86.340225
1530,89.59534
1531,121.26441
1532,73.104256
1533,73.104256
1534,95.09769
1535,140.71198
1536,73.104256
1537,111.33
1538,89.32503
1539,82.04978
1540,77.8917
1541,48.890038
1542,58.34442
1543,80.231026
1544,119.264824
1545,76.12583
1546,117.7099
1547,128.0554
1548,117.7099
1549,117.7099
1550,77.25365
1551,22.533073
1552,73.91957
1553,94.26662
1554,88.71258
1555,117.7099
1556,117.7099
1557,109.7721
1558,117.7099
1559,72.43661
1560,133.687
1561,117.7099
1562,117.7099
1563,53.713406
1564,117.7099
1565,117.7099
1566,40.003483
1567,106.43925
1568,40.003483
1569,41.736523
1570,117.7099
1571,53.609123
1572,120.56842
1573,117.7099
1574,117.7099
1575,97.707085
1576,13.586661
1577,73.91957
1578,117.7099
1579,117.7099
1580,117.7099
1581,117.7099
1582,116.53002
1583,73.91957
1584,73.91957
1585,117.7099
1586,35.10796
1587,117.7099
1588,117.7099
1589,117.7099
1590,134.2507
1591,117.7099
1592,117.7099
1593,32.123993
1594,134.2507
1595,115.641594
1596,117.7099
1597,117.7099
1598,117.7099
1599,73.91957
1600,73.91957
1601,84.71249
1602,117.7099
1603,117.7099
1604,117.7099
1605,117.7099
1606,117.7099
1607,117.7099
1608,117.7099
1609,117.7099
1610,96.32794
1611,134.04381
1612,109.7721
1613,117.7099
1614,117.7099
1615,73.91957
1616,117.7099
1617,117.7099
1618,117.7099
1619,111.549
1620,116.92209
1621,55.09175
1622,64.68498
1623,135.30702
1624,47.00194
1625,97.21468
1626,42.960224
1627,90.014885
1628,96.34751
1629,35.5187
1630,199.95624
1631,68.27489
1632,131.01845
1633,52.99853
1634,127.11333
1635,103.21455
1636,84.12914
1637,88.97461
1638,87.25873
1639,75.66037
1640,89.61902
1641,111.53739
1642,95.69582
1643,60.69148
1644,84.91975
1645,68.01595
1646,27.69481
1647,23.653091
1648,80.35171
1649,72.097755
1650,78.32756
1651,106.72238
1652,55.19896
1653,62.495865
1654,89.84084
1655,120.56842
1656,109.410095
1657,67.80521
1658,18.137098
1659,154.79303
1660,56.111263
1661,48.058857
1662,50.432037
1663,166.12143
1664,143.15791
1665,94.32229
1666,117.54879
1667,92.899086
1668,88.24731
1669,94.10142
1670,69.202126
1671,189.05072
1672,99.07033
1673,80.06536
1674,112.91651
1675,101.59358
1676,125.43624
1677,85.73692
1678,99.45524
1679,85.282776
1680,76.26453
1681,93.424644
1682,128.84325
1683,94.06721
1684,102.41288
1685,172.4046
1686,100.84411
1687,98.50509
1688,102.59827
1689,148.15219
1690,64.40055
1691,74.35652
1692,75.02571
1693,89.58626
1694,84.657875
1695,110.1761
1696,118.93692
1697,117.737686
1698,117.73787
1699,202.5411
1700,107.53025
1701,140.25674
1702,112.02429
1703,150.90672
1704,126.736145
1705,126.11387
1706,103.656876
1707,-17.826492
1708,79.49616
1709,69.431305
1710,94.11748
1711,-17.826492
1712,112.133934
1713,126.05307
1714,120.11651
1715,122.81204
1716,-17.826492
1717,73.56658
1718,114.49779
1719,-17.826492
1720,97.5241
1721,104.24047
1722,150.90672
1723,147.9233
1724,106.119415
1725,100.23032
1726,98.29701
1727,112.09965
1728,152.69756
1729,117.54879
1730,128.16467
1731,103.47833
1732,67.14364
1733,53.492935
1734,135.53606
1735,80.06536
1736,95.99072
1737,119.83809
1738,77.79052
1739,88.51522
1740,74.2184
1741,85.44921
1742,117.73787
1743,83.921776
1744,101.59919
1745,28.734661
1746,15.552438
1747,123.583824
1748,124.61457
1749,75.5841
1750,104.220665
1751,144.88615
1752,78.86409
1753,67.0413
1754,71.78278
1755,86.10742
1756,107.017525
1757,111.34011
1758,85.34072
1759,23.054935
1760,59.23145
1761,59.23145
1762,76.0282
1763,87.956
1764,70.52351
1765,72.39783
1766,68.45289
1767,71.85611
1768,42.108685
1769,3.0276332
1770,28.734661
1771,111.62222
1772,64.03348
1773,77.68872
1774,53.857216
1775,71.33726
1776,33.45324
1777,19.397474
1778,60.11795
1779,47.481903
1780,89.25715
1781,121.8057
1782,112.69876
1783,84.32206
1784,75.03038
1785,64.27766
1786,63.33796
1787,27.612741
1788,16.190842
1789,41.54963
1790,32.32343
1791,102.826096
1792,93.17664
1793,34.793453
1794,46.76
1795,54.391937
1796,20.363676
1797,76.95458
1798,59.699127
1799,42.930313
1800,111.631676
1801,72.94234
1802,121.723755
1803,110.77505
1804,123.67519
1805,75.58211
1806,79.10314
1807,90.62194
1808,128.16467
1809,90.62194
1810,115.999054
1811,89.15711
1812,131.25412
1813,102.16119
1814,73.66115
1815,93.84036
1816,120.383606
1817,128.16467
1818,112.48731
1819,146.03075
1820,112.86368
1821,120.24271
1822,143.36064
1823,116.50827
1824,98.29701
1825,116.50827
1826,267.39334
1827,86.178314
1828,105.39306
1829,113.0743
1830,93.84812
1831,93.84812
1832,84.42752
1833,101.94128
1834,100.38172
1835,90.40203
1836,66.84445
1837,101.061195
1838,82.063934
1839,58.54478
1840,70.60359
1841,58.176693
1842,92.57463
1843,92.57463
1844,104.81176
1845,64.71336
1846,90.760124
1847,96.78352
1848,42.359478
1849,69.02677
1850,157.82185
1851,28.931932
1852,30.96791
1853,98.984146
1854,83.36501
1855,71.76338
1856,97.830185
1857,57.678738
1858,23.00152
1859,158.83664
1860,56.52268
1861,62.46938
1862,62.46938
1863,111.68831
1864,54.56582
1865,76.217834
1866,75.23827
1867,51.385056
1868,58.879707
