,adr
497,75.966034
498,75.966034
499,75.966034
500,39.739876
501,75.966034
502,129.79472
503,75.966034
504,75.966034
505,75.966034
506,75.966034
507,75.966034
508,75.966034
509,75.966034
510,75.966034
511,27.975075
512,75.966034
513,75.966034
514,75.966034
515,75.966034
516,115.87053
517,193.53856
518,129.10342
519,42.56443
520,50.83989
521,46.340313
522,66.23977
523,36.995388
524,48.90255
525,102.84561
526,56.65085
527,167.52098
528,163.52052
529,25.722095
530,112.23624
531,142.11699
532,77.19904
533,130.20586
534,58.492714
535,66.12653
536,82.90405
537,104.69757
538,155.94579
539,190.83252
540,60.77304
541,75.966034
542,75.966034
543,131.6842
544,65.27491
545,77.75546
546,67.32099
547,8.260437
548,145.23747
549,31.289532
550,62.450687
551,53.717045
552,34.688923
553,110.714645
554,75.966034
555,107.11433
556,32.01088
557,84.3583
558,27.511456
559,55.151505
560,126.194214
561,74.573875
562,7.1840334
563,34.688923
564,12.859388
565,32.24588
566,32.24588
567,32.24588
568,118.881645
569,32.24588
570,32.24588
571,7.269039
572,32.24588
573,32.24588
574,32.24588
575,75.966034
576,29.724966
577,71.4509
578,67.32099
579,75.966034
580,75.966034
581,75.966034
582,32.24588
583,75.966034
584,74.914536
585,76.4382
586,76.4382
587,79.72996
588,65.929115
589,27.955397
590,27.955397
591,97.29939
592,27.955397
593,4.893462
594,90.9364
595,27.955397
596,27.955397
597,27.955397
598,27.955397
599,83.19334
600,27.955397
601,27.955397
602,27.955397
603,76.4382
604,40.210014
605,76.4382
606,96.818146
607,110.81223
608,157.78615
609,125.37682
610,65.929115
611,1.3944681
612,18.107042
613,65.929115
614,76.4382
615,109.81079
616,76.4382
617,65.929115
618,65.929115
619,76.4382
620,75.80629
621,65.929115
622,65.929115
623,65.929115
624,70.732735
625,76.4382
626,71.00934
627,87.39458
628,27.955397
629,84.0814
630,84.0814
631,84.0814
632,84.47891
633,84.0814
634,132.69337
635,91.94123
636,106.054985
637,7.309324
638,34.260727
639,34.530117
640,86.61784
641,41.31429
642,22.901892
643,4.7738776
644,25.569012
645,53.93852
646,50.939472
647,22.901892
648,-4.6140137
649,66.44044
650,117.18455
651,49.318398
652,71.24402
653,41.246994
654,137.17213
655,20.467896
656,84.0814
657,84.0814
658,27.955397
659,27.955397
660,27.955397
661,27.955397
662,27.955397
663,27.955397
664,27.955397
665,27.955397
666,27.955397
667,27.955397
668,27.955397
669,27.955397
670,27.955397
671,27.955397
672,27.955397
673,84.0814
674,84.0814
675,103.13081
676,132.69337
677,75.578476
678,84.0814
679,83.25967
680,137.17213
681,94.17053
682,84.0814
683,84.0814
684,39.73523
685,120.76696
686,36.637623
687,47.62896
688,30.441706
689,70.214134
690,66.6861
691,47.62896
692,78.77568
693,110.44375
694,84.80876
695,51.573936
696,110.44375
697,47.62896
698,27.384836
699,47.784252
700,47.62896
701,27.384836
702,34.85563
703,81.27635
704,39.276787
705,47.62896
706,47.62896
707,27.384836
708,47.62896
709,47.62896
710,47.62896
711,97.47256
712,32.39113
713,63.973843
714,51.573936
715,31.579538
716,39.15162
717,69.353516
718,36.314816
719,57.351242
720,87.109924
721,30.469397
722,121.15107
723,67.479164
724,27.384836
725,47.62896
726,66.03801
727,37.374313
728,76.06827
729,18.80173
730,80.71114
731,51.44292
732,16.619581
733,17.678133
734,17.16393
735,19.65671
736,18.213736
737,17.16393
738,16.619581
739,18.213736
740,17.678133
741,49.07816
742,21.836405
743,16.031586
744,26.750643
745,20.447786
746,17.75192
747,26.750643
748,17.678133
749,5.953545
750,18.788275
751,19.911875
752,24.657232
753,19.44633
754,36.314816
755,75.94304
756,43.05156
757,20.983389
758,18.213736
759,23.842735
760,23.96605
761,18.80173
762,16.619581
763,46.9834
764,20.034323
765,18.579206
766,18.80173
767,23.264032
768,23.060942
769,16.031586
770,20.034323
771,16.619581
772,21.836405
773,36.345276
774,47.62896
775,47.62896
776,47.62896
777,33.84892
778,81.90912
779,91.16732
780,89.38077
781,260.06458
782,91.16732
783,89.38077
784,32.114723
785,59.742527
786,47.964645
787,131.5521
788,36.20756
789,96.99673
790,87.78029
791,102.901985
792,77.30182
793,-3.3029356
794,83.31411
795,107.05757
796,116.77495
797,86.361145
798,124.886696
799,82.89477
800,115.87053
801,111.70484
802,92.39549
803,197.47218
804,71.9738
805,86.98233
806,81.90912
807,88.7592
808,18.213736
809,47.62896
810,42.0997
811,78.60868
812,27.384836
813,43.271866
814,36.314816
815,74.28857
816,104.22965
817,-0.10492414
818,89.93322
819,47.62896
820,105.29596
821,46.732494
822,-0.10492414
823,29.798853
824,106.5601
825,108.56358
826,108.56358
827,81.50453
828,44.407127
829,81.50453
830,92.18984
831,29.798853
832,34.481697
833,32.39113
834,91.94123
835,86.80651
836,72.87454
837,72.87454
838,72.87454
839,72.05121
840,72.87454
841,72.87454
842,72.05121
843,72.05121
844,100.88042
845,23.434286
846,72.87454
847,69.51127
848,72.05121
849,54.341614
850,17.095171
851,24.250252
852,82.816345
853,165.78647
854,110.76731
855,25.576015
856,25.576015
857,72.87454
858,63.155056
859,185.84552
860,141.06895
861,135.26372
862,86.75074
863,102.62647
864,86.75074
865,72.05121
866,72.05121
867,12.849097
868,30.400846
869,108.64403
870,69.92556
871,55.328133
872,164.14037
873,42.331795
874,81.57609
875,81.332664
876,73.94882
877,99.72982
878,77.831825
879,101.46132
880,109.0987
881,84.52722
882,48.060425
883,109.995255
884,138.67648
885,114.56209
886,121.24313
887,84.52722
888,72.03388
889,103.738174
890,75.147705
891,86.9881
892,79.64245
893,76.41917
894,112.42442
895,98.38147
896,77.831825
897,105.20423
898,96.6969
899,82.161285
900,70.9302
901,99.09051
902,107.37997
903,163.52052
904,116.06041
905,85.968414
906,63.33953
907,196.23875
908,59.76447
909,59.248302
910,48.348225
911,67.26966
912,49.902225
913,82.816345
914,47.978413
915,47.978413
916,37.9
917,115.401855
918,37.249905
919,37.249905
920,43.313713
921,42.26221
922,72.75737
923,82.76773
924,77.831825
925,77.831825
926,50.45728
927,49.55954
928,70.90685
929,56.497627
930,94.187256
931,141.8386
932,90.281525
933,105.20423
934,84.02288
935,77.62983
936,84.02288
937,94.187256
938,67.171715
939,193.10175
940,109.20968
941,72.87454
942,154.78558
943,115.87053
944,12.520181
945,72.05121
946,72.05121
947,72.87454
948,76.04695
949,79.30736
950,72.87454
951,12.520181
952,88.77058
953,72.87454
954,72.87454
955,12.520181
956,72.05121
957,12.520181
958,67.79813
959,72.87454
960,12.520181
961,72.87454
962,72.05121
963,72.87454
964,86.75074
965,86.75074
966,107.50906
967,72.87454
968,72.87454
969,87.17138
970,72.05121
971,72.05121
972,86.75074
973,86.75074
974,93.682915
975,84.90758
976,78.1671
977,33.850285
978,100.88042
979,72.05121
980,72.87454
981,72.87454
982,86.75074
983,12.520181
984,110.26371
985,86.75074
986,86.75074
987,72.58469
988,72.05121
989,72.05121
990,72.05121
991,72.05121
992,80.43244
993,103.090065
994,82.575966
995,78.37099
996,78.37099
997,78.37099
998,78.37099
999,124.223694
1000,103.0575
1001,82.91711
1002,81.44753
1003,72.87454
1004,72.87454
1005,12.845539
1006,17.239183
1007,86.75074
1008,86.75074
1009,86.75074
1010,86.75074
1011,93.682915
1012,72.87454
1013,72.05121
1014,40.23855
1015,72.05121
1016,72.05121
1017,72.05121
1018,72.05121
1019,72.05121
1020,72.05121
1021,72.87454
1022,72.87454
1023,72.87454
1024,72.05121
1025,72.87454
1026,124.7033
1027,72.87454
1028,72.87454
1029,72.05121
1030,86.75074
1031,86.75074
1032,86.75074
1033,72.05121
1034,72.05121
1035,72.05121
1036,72.05121
1037,72.87454
1038,72.87454
1039,98.683525
1040,93.682915
1041,72.87454
1042,86.75074
1043,86.75074
1044,90.0375
1045,72.05121
1046,63.81921
1047,86.75074
1048,82.91711
1049,72.05121
1050,72.05121
1051,111.95389
1052,53.6395
1053,120.25294
1054,98.49174
1055,72.87454
1056,86.49462
1057,72.87454
1058,86.49462
1059,72.05121
1060,72.87454
1061,82.08601
1062,84.8855
1063,82.91711
1064,82.91711
1065,160.50085
1066,166.57684
1067,103.567154
1068,109.27502
1069,166.57684
1070,95.62864
1071,114.60147
1072,111.613846
1073,84.00401
1074,96.14835
1075,59.0998
1076,84.25532
1077,135.92834
1078,55.691246
1079,77.66607
1080,95.285736
1081,83.67035
1082,60.973568
1083,72.59784
1084,54.716114
1085,147.51492
1086,80.290855
1087,104.189926
1088,103.92007
1089,93.11131
1090,96.78613
1091,92.2529
1092,58.148575
1093,65.85628
1094,72.33863
1095,92.13719
1096,92.2529
1097,104.38152
1098,102.35035
1099,72.570564
1100,82.010574
1101,100.51286
1102,108.16978
1103,92.93617
1104,121.11281
1105,85.25484
1106,90.68363
1107,191.01343
1108,77.66607
1109,82.010574
1110,80.62423
1111,146.17273
1112,122.74758
1113,102.452545
1114,130.0689
1115,94.012886
1116,99.033325
1117,192.7284
1118,121.71493
1119,192.7284
1120,192.7284
1121,90.148026
1122,138.83687
1123,75.872536
1124,96.60623
1125,72.570564
1126,97.91361
1127,81.93581
1128,92.80603
1129,77.333786
1130,86.73738
1131,89.53155
1132,92.030464
1133,133.94922
1134,127.23089
1135,89.9668
1136,118.014984
1137,119.231514
1138,107.05929
1139,120.203094
1140,285.9626
1141,111.88975
1142,72.05978
1143,67.73519
1144,175.91829
1145,90.148026
1146,128.17044
1147,77.06444
1148,104.38152
1149,85.25498
1150,95.285736
1151,43.722954
1152,119.007095
1153,76.761856
1154,75.93822
1155,57.15122
1156,59.83349
1157,59.29683
1158,73.66105
1159,68.394005
1160,73.12912
1161,87.5651
1162,0.34053433
1163,57.172146
1164,60.745434
1165,63.660828
1166,78.2347
1167,60.120205
1168,48.730343
1169,122.23101
1170,2.9212325
1171,96.27059
1172,119.007095
1173,111.619415
1174,50.09596
1175,133.37393
1176,90.5824
1177,53.283924
1178,83.22439
1179,86.72088
1180,38.50504
1181,114.699265
1182,81.89158
1183,83.40263
1184,75.55854
1185,103.21493
1186,81.89158
1187,81.89158
1188,64.65658
1189,112.70474
1190,173.87326
1191,80.019905
1192,119.007095
1193,30.85949
1194,113.17998
1195,78.25712
1196,182.17741
1197,100.829346
1198,120.66394
1199,80.373405
1200,127.345535
1201,113.352905
1202,104.11832
1203,43.296234
1204,113.352905
1205,104.11832
1206,113.352905
1207,95.150826
1208,29.49234
1209,83.02451
1210,7.9404616
1211,93.39531
1212,90.21309
1213,80.373405
1214,116.01267
1215,92.63015
1216,80.373405
1217,52.484196
1218,30.85949
1219,151.99466
1220,86.37105
1221,80.373405
1222,88.61542
1223,80.373405
1224,82.35733
1225,128.36618
1226,7.9404616
1227,86.37105
1228,80.373405
1229,143.79184
1230,15.527277
1231,63.151894
1232,101.61741
1233,88.13475
1234,91.42011
1235,73.406204
1236,24.546576
1237,72.75246
1238,50.197414
1239,54.53015
1240,26.694153
1241,88.66435
1242,83.60627
1243,84.854
1244,127.953125
1245,155.8481
1246,89.236176
1247,74.08162
1248,88.66435
1249,107.12236
1250,114.92698
1251,130.05008
1252,97.821075
1253,15.527277
1254,120.66394
1255,124.83576
1256,107.2156
1257,75.79345
1258,88.58333
1259,88.58333
1260,88.58333
1261,134.4485
1262,139.097
1263,153.61926
1264,100.18619
1265,91.55161
1266,170.57495
1267,91.55161
1268,115.26497
1269,102.5406
1270,3.9753017
1271,30.85949
1272,98.18667
1273,93.39531
1274,76.61912
1275,100.16704
1276,80.373405
1277,27.33705
1278,52.308636
1279,2.161621
1280,69.80724
1281,80.373405
1282,80.373405
1283,56.673477
1284,109.16162
1285,72.628624
1286,57.826294
1287,118.95752
1288,94.17295
1289,118.252785
1290,60.31813
1291,80.373405
1292,81.04899
1293,66.2717
1294,90.48526
1295,103.47063
1296,59.307602
1297,1.2647996
1298,108.71302
1299,134.87097
1300,148.15047
1301,58.023083
1302,74.865326
1303,121.430984
1304,159.05164
1305,72.15179
1306,170.90779
1307,80.373405
1308,63.083942
1309,65.8509
1310,50.101185
1311,102.41489
1312,94.529335
1313,102.41489
1314,121.430984
1315,94.17295
1316,105.70408
1317,119.48903
1318,125.911835
1319,80.58725
1320,30.85949
1321,30.85949
1322,30.85949
1323,28.372078
1324,8.022514
1325,44.66244
1326,75.39658
1327,44.66244
1328,105.70408
1329,107.25583
1330,29.49234
1331,7.9404616
1332,105.70408
1333,91.3417
1334,151.08278
1335,133.0309
1336,97.89221
1337,72.482666
1338,91.377975
1339,73.648155
1340,64.98876
1341,64.7336
1342,119.161644
1343,-0.11998224
1344,137.95021
1345,60.965645
1346,89.96443
1347,56.666965
1348,36.757755
1349,70.89956
1350,123.590805
1351,43.296234
1352,174.6024
1353,56.56708
1354,73.28806
1355,1.79285
1356,99.008705
1357,93.4875
1358,45.752792
1359,37.398575
1360,-2.0232627
1361,-2.0232627
1362,30.85949
1363,33.00428
1364,126.36329
1365,30.85949
1366,30.85949
1367,-2.0232627
1368,30.85949
1369,30.85949
1370,30.85949
1371,93.4875
1372,49.5513
1373,90.58611
1374,115.53821
1375,70.230804
1376,-2.0232627
1377,109.1206
1378,109.1206
1379,78.868004
1380,30.85949
1381,103.698975
1382,67.72498
1383,104.0071
1384,31.673649
1385,78.46121
1386,107.66294
1387,-2.0232627
1388,1.79285
1389,114.43515
1390,140.31174
1391,85.82973
1392,108.39619
1393,53.498707
1394,53.498707
1395,51.13356
1396,51.13356
1397,53.498707
1398,105.33613
1399,53.498707
1400,53.498707
1401,76.6495
1402,126.153206
1403,53.498707
1404,119.79302
1405,139.097
1406,91.02932
1407,53.498707
1408,196.89795
1409,81.75551
1410,26.543385
1411,97.34562
1412,106.082054
1413,55.6572
1414,51.13356
1415,53.498707
1416,90.633156
1417,53.498707
1418,51.13356
1419,53.498707
1420,53.498707
1421,115.19398
1422,122.44886
1423,43.437057
1424,109.564186
1425,35.06264
1426,102.5406
1427,84.57432
1428,116.176186
1429,40.836456
1430,90.833046
1431,108.572174
1432,47.55189
1433,66.92501
1434,91.07093
1435,73.261696
1436,71.64023
1437,223.20447
1438,53.498707
1439,53.498707
1440,53.498707
1441,51.13356
1442,51.13356
1443,51.13356
1444,59.514835
1445,53.498707
1446,53.498707
1447,53.498707
1448,41.410168
1449,51.13356
1450,58.049084
1451,124.27286
1452,45.801765
1453,97.87933
1454,94.32035
1455,120.26675
1456,73.654015
1457,104.66823
1458,201.58417
1459,67.597275
1460,54.18693
1461,19.407784
1462,86.322334
1463,86.322334
1464,86.322334
1465,101.83015
1466,107.006035
1467,104.66823
1468,120.19424
1469,217.72359
1470,125.45021
1471,101.83015
1472,74.65712
1473,106.082054
1474,86.322334
1475,90.85266
1476,107.04434
1477,93.69017
1478,176.57277
1479,176.57277
1480,121.67404
1481,84.838234
1482,84.838234
1483,80.49238
1484,90.85266
1485,121.89405
1486,101.79694
1487,148.91377
1488,109.894684
1489,111.77755
1490,104.66823
1491,148.18587
1492,118.7605
1493,93.872086
1494,102.301285
1495,90.633156
1496,97.276596
1497,127.05909
1498,114.44654
1499,184.58086
1500,117.96488
1501,143.37396
1502,186.20712
1503,85.04468
1504,81.26232
1505,145.39972
1506,53.79512
1507,59.582916
1508,90.633156
1509,44.009335
1510,89.32419
1511,85.04468
1512,105.70239
1513,109.86003
1514,106.75117
1515,75.91208
1516,116.175095
1517,86.322334
1518,86.322334
1519,31.498238
1520,108.40404
1521,86.16782
1522,94.43192
1523,86.322334
1524,97.276596
1525,86.322334
1526,101.23216
1527,87.094696
1528,110.96579
1529,90.8587
1530,92.115585
1531,110.96579
1532,86.322334
1533,86.322334
1534,92.193596
1535,139.097
1536,86.322334
1537,109.4204
1538,93.13449
1539,61.326633
1540,78.44779
1541,45.147346
1542,45.390167
1543,74.13807
1544,121.01028
1545,74.491234
1546,108.151634
1547,118.12972
1548,108.151634
1549,108.151634
1550,60.5077
1551,11.163762
1552,86.376755
1553,95.943535
1554,83.19683
1555,108.151634
1556,108.151634
1557,99.82639
1558,108.151634
1559,74.20894
1560,126.14159
1561,108.151634
1562,108.151634
1563,58.603363
1564,108.151634
1565,108.151634
1566,34.818855
1567,100.90338
1568,34.818855
1569,34.7368
1570,108.151634
1571,41.431297
1572,98.56634
1573,108.151634
1574,108.151634
1575,88.61542
1576,13.640144
1577,86.376755
1578,108.151634
1579,108.151634
1580,108.151634
1581,108.151634
1582,122.18994
1583,86.376755
1584,86.376755
1585,108.151634
1586,40.46818
1587,108.151634
1588,108.151634
1589,108.151634
1590,125.865715
1591,108.151634
1592,108.151634
1593,17.112436
1594,125.865715
1595,77.787186
1596,108.151634
1597,108.151634
1598,108.151634
1599,86.376755
1600,86.376755
1601,80.53081
1602,108.151634
1603,108.151634
1604,108.151634
1605,108.151634
1606,108.151634
1607,108.151634
1608,108.151634
1609,108.151634
1610,100.07303
1611,126.14159
1612,99.82639
1613,108.151634
1614,108.151634
1615,86.376755
1616,108.151634
1617,108.151634
1618,108.151634
1619,109.564186
1620,115.337715
1621,47.054043
1622,46.412643
1623,124.44864
1624,40.27499
1625,93.68845
1626,38.690277
1627,88.18876
1628,100.02052
1629,34.26828
1630,179.31604
1631,55.806877
1632,121.38971
1633,46.36007
1634,146.94293
1635,101.91195
1636,39.077805
1637,75.99577
1638,69.556885
1639,56.803963
1640,70.802826
1641,80.25255
1642,94.474335
1643,56.30746
1644,65.2722
1645,16.321417
1646,15.642811
1647,13.806353
1648,77.436615
1649,75.52806
1650,85.48957
1651,82.45026
1652,43.437057
1653,49.984043
1654,85.91759
1655,98.56634
1656,101.91443
1657,66.37409
1658,11.92584
1659,165.74828
1660,52.632133
1661,43.8415
1662,51.45044
1663,177.63567
1664,116.70941
1665,93.99109
1666,113.62143
1667,86.74186
1668,90.13105
1669,96.652695
1670,72.77801
1671,193.471
1672,94.070015
1673,83.46781
1674,107.08885
1675,98.67855
1676,119.161644
1677,78.79726
1678,96.93178
1679,96.616554
1680,77.66607
1681,91.00575
1682,119.93469
1683,87.723915
1684,102.89481
1685,140.34221
1686,91.11392
1687,91.379265
1688,103.32786
1689,152.49878
1690,55.008778
1691,77.46373
1692,68.577286
1693,91.46076
1694,86.837715
1695,105.9226
1696,119.84035
1697,113.403244
1698,104.01112
1699,230.91534
1700,104.54169
1701,122.34354
1702,109.36663
1703,140.53238
1704,130.0765
1705,122.287384
1706,101.5848
1707,-0.6826813
1708,81.31762
1709,63.565063
1710,90.21989
1711,-0.6826813
1712,109.58556
1713,120.7493
1714,120.88071
1715,113.94381
1716,-0.6826813
1717,67.03322
1718,113.94381
1719,-0.6826813
1720,86.47085
1721,108.09421
1722,140.53238
1723,166.3336
1724,110.04574
1725,96.826126
1726,101.08046
1727,114.1374
1728,148.09366
1729,113.62143
1730,122.10575
1731,94.82005
1732,63.195873
1733,38.793213
1734,132.91866
1735,82.96347
1736,106.81492
1737,121.771706
1738,82.575966
1739,81.59399
1740,70.917786
1741,81.59399
1742,104.01112
1743,77.30093
1744,96.89822
1745,25.023409
1746,18.89832
1747,105.310265
1748,126.57051
1749,68.732414
1750,100.931046
1751,129.22917
1752,62.83355
1753,53.4788
1754,59.074955
1755,75.22722
1756,95.15187
1757,98.02508
1758,68.95229
1759,27.50754
1760,47.0452
1761,47.0452
1762,66.08962
1763,77.86472
1764,59.243645
1765,58.838123
1766,52.302544
1767,61.5824
1768,30.61162
1769,30.321198
1770,25.023409
1771,111.959854
1772,45.826096
1773,63.266205
1774,43.403557
1775,61.614674
1776,25.559748
1777,10.569918
1778,56.559044
1779,33.92266
1780,76.00083
1781,110.14336
1782,92.83792
1783,69.08398
1784,58.58133
1785,47.363728
1786,68.61885
1787,24.437223
1788,16.442017
1789,44.32391
1790,26.130247
1791,107.94035
1792,74.182
1793,24.050978
1794,33.92266
1795,41.6824
1796,9.70912
1797,57.82296
1798,43.00268
1799,29.816523
1800,107.89245
1801,70.449646
1802,108.4156
1803,100.16389
1804,106.25768
1805,75.408844
1806,76.97937
1807,84.12588
1808,119.93469
1809,84.12588
1810,100.65722
1811,83.61223
1812,120.413246
1813,94.07812
1814,71.16504
1815,91.81832
1816,107.656334
1817,120.321815
1818,114.016815
1819,130.30858
1820,114.616455
1821,116.454315
1822,157.49562
1823,111.51803
1824,101.08046
1825,111.51803
1826,221.7777
1827,89.34537
1828,92.578125
1829,88.267944
1830,87.33932
1831,87.33932
1832,81.65888
1833,94.07812
1834,91.52833
1835,84.12588
1836,61.501686
1837,101.95141
1838,77.400894
1839,58.18422
1840,64.17499
1841,51.369495
1842,90.21989
1843,90.21989
1844,103.48385
1845,60.060585
1846,88.272255
1847,77.24177
1848,37.468758
1849,62.237484
1850,171.7758
1851,30.064247
1852,29.830027
1853,77.42696
1854,78.63536
1855,72.512344
1856,92.45277
1857,57.351242
1858,19.109558
1859,151.26076
1860,50.7289
1861,52.967815
1862,52.967815
1863,103.19081
1864,71.37937
1865,71.31043
1866,74.062904
1867,48.83624
1868,57.351242
